#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,Low Power Warning,Button Down,Safe Shut down Low Battery,Stopped,End of File
404,03-10-2024 10:50:02,8.68,67.73,3.06,,,,,,,
405,03-10-2024 11:00:02,8.76,58.19,1.01,,,,,,,
406,03-10-2024 11:10:02,8.75,56.14,0.50,,,,,,,
407,03-10-2024 11:20:02,8.75,69.98,3.59,,,,,,,
408,03-10-2024 11:30:02,8.78,54.28,0.07,,,,,,,
409,03-10-2024 11:40:02,8.67,60.11,1.38,,,,,,,
410,03-10-2024 11:50:02,8.66,71.71,3.85,,,,,,,
411,03-10-2024 12:00:02,8.62,56.86,0.56,,,,,,,
412,03-10-2024 12:10:02,8.62,58.84,1.03,,,,,,,
413,03-10-2024 12:20:02,8.46,69.51,3.21,,,,,,,
414,03-10-2024 12:30:02,8.48,59.23,0.99,,,,,,,
415,03-10-2024 12:40:02,8.51,56.15,0.28,,,,,,,
416,03-10-2024 12:50:02,8.49,69.89,3.32,,,,,,,
417,03-10-2024 13:00:02,8.57,56.66,0.46,,,,,,,
418,03-10-2024 13:10:02,8.51,60.87,1.40,,,,,,,
419,03-10-2024 13:20:02,8.45,72.22,3.75,,,,,,,
420,03-10-2024 13:30:02,8.42,56.92,0.38,,,,,,,
421,03-10-2024 13:40:02,8.37,59.85,1.04,,,,,,,
422,03-10-2024 13:50:02,8.23,70.93,3.28,,,,,,,
423,03-10-2024 14:00:02,8.31,59.90,0.99,,,,,,,
424,03-10-2024 14:10:02,8.34,56.64,0.24,,,,,,,
425,03-10-2024 14:20:02,8.33,69.05,3.00,,,,,,,
426,03-10-2024 14:30:02,8.37,57.38,0.45,,,,,,,
427,03-10-2024 14:40:02,8.24,61.27,1.24,,,,,,,
428,03-10-2024 14:50:02,8.20,73.09,3.68,,,,,,,
429,03-10-2024 15:00:02,8.21,58.12,0.48,,,,,,,
430,03-10-2024 15:10:02,8.14,61.12,1.11,,,,,,,
431,03-10-2024 15:20:02,8.05,72.45,3.41,,,,,,,
432,03-10-2024 15:30:02,8.09,61.45,1.14,,,,,,,
433,03-10-2024 15:40:02,8.11,57.96,0.34,,,,,,,
434,03-10-2024 15:50:02,8.09,69.43,2.85,,,,,,,
435,03-10-2024 16:00:02,8.12,59.11,0.62,,,,,,,
436,03-10-2024 16:10:02,8.02,62.67,1.34,,,,,,,
437,03-10-2024 16:20:02,8.00,74.07,3.67,,,,,,,
438,03-10-2024 16:30:02,7.99,59.53,0.60,,,,,,,
439,03-10-2024 16:40:02,7.97,61.93,1.12,,,,,,,
440,03-10-2024 16:50:02,7.83,72.44,3.19,,,,,,,
441,03-10-2024 17:00:02,7.87,62.77,1.22,,,,,,,
442,03-10-2024 17:10:02,7.89,59.27,0.45,,,,,,,
443,03-10-2024 17:20:02,7.87,70.14,2.77,,,,,,,
444,03-10-2024 17:30:02,7.90,59.12,0.42,,,,,,,
445,03-10-2024 17:40:02,7.79,63.55,1.32,,,,,,,
446,03-10-2024 17:50:02,7.78,74.34,3.51,,,,,,,
447,03-10-2024 18:00:02,7.75,60.08,0.50,,,,,,,
448,03-10-2024 18:10:02,7.71,63.39,1.21,,,,,,,
449,03-10-2024 18:20:02,7.62,73.41,3.18,,,,,,,
450,03-10-2024 18:30:02,7.68,63.67,1.24,,,,,,,
451,03-10-2024 18:40:02,7.63,60.78,0.55,,,,,,,
452,03-10-2024 18:50:02,7.60,70.79,2.65,,,,,,,
453,03-10-2024 19:00:02,7.68,58.88,0.15,,,,,,,
454,03-10-2024 19:10:02,7.55,64.91,1.38,,,,,,,
455,03-10-2024 19:20:02,7.55,75.94,3.59,,,,,,,
456,03-10-2024 19:30:02,7.53,61.61,0.64,,,,,,,
457,03-10-2024 19:40:02,7.50,64.29,1.21,,,,,,,
458,03-10-2024 19:50:02,7.34,73.77,2.98,,,,,,,
459,03-10-2024 20:00:02,7.41,65.28,1.33,,,,,,,
460,03-10-2024 20:10:02,7.32,61.16,0.34,,,,,,,
461,03-10-2024 20:20:02,6.72,69.56,1.56,,,,,,,
462,03-10-2024 20:30:02,5.87,57.73,-1.81,,,,,,,
463,03-10-2024 20:40:02,4.83,60.87,-2.07,,,,,,,
464,03-10-2024 20:50:02,4.34,71.73,-0.31,,,,,,,
465,03-10-2024 21:00:02,4.20,63.38,-2.13,,,,,,,
466,03-10-2024 21:10:02,4.19,64.01,-2.00,,,,,,,
467,03-10-2024 21:20:02,4.12,74.25,-0.05,,,,,,,
468,03-10-2024 21:30:02,4.22,65.24,-1.71,,,,,,,
469,03-10-2024 21:40:02,4.28,62.09,-2.33,,,,,,,
470,03-10-2024 21:50:02,4.37,70.66,-0.48,,,,,,,
471,03-10-2024 22:00:02,4.33,61.34,-2.45,,,,,,,
472,03-10-2024 22:10:02,4.34,65.19,-1.61,,,,,,,
473,03-10-2024 22:20:02,4.42,71.24,-0.33,,,,,,,
474,03-10-2024 22:30:02,4.49,62.34,-2.08,,,,,,,
475,03-10-2024 22:40:02,4.52,64.48,-1.59,,,,,,,
476,03-10-2024 22:50:02,4.49,73.24,0.12,,,,,,,
477,03-10-2024 23:00:02,4.62,66.02,-1.17,,,,,,,
478,03-10-2024 23:10:02,4.66,62.67,-1.84,,,,,,,
479,03-10-2024 23:20:02,4.78,70.61,-0.10,,,,,,,
480,03-10-2024 23:30:02,4.80,60.15,-2.26,,,,,,,
481,03-10-2024 23:40:02,4.80,65.17,-1.18,,,,,,,
482,03-10-2024 23:50:02,4.87,71.16,0.09,,,,,,,
483,03-11-2024 00:00:02,4.96,62.44,-1.61,,,,,,,
484,03-11-2024 00:10:02,4.95,64.94,-1.08,,,,,,,
485,03-11-2024 00:20:02,4.93,73.61,0.62,,,,,,,
486,03-11-2024 00:30:02,5.06,66.53,-0.65,,,,,,,
487,03-11-2024 00:40:02,5.08,62.82,-1.41,,,,,,,
488,03-11-2024 00:50:02,5.17,71.89,0.52,,,,,,,
489,03-11-2024 01:00:02,5.27,59.08,-2.06,,,,,,,
490,03-11-2024 01:10:02,5.24,64.86,-0.82,,,,,,,
491,03-11-2024 01:20:02,5.26,71.42,0.52,,,,,,,
492,03-11-2024 01:30:02,5.37,63.29,-1.04,,,,,,,
493,03-11-2024 01:40:02,5.38,65.37,-0.58,,,,,,,
494,03-11-2024 01:50:02,5.35,72.49,0.81,,,,,,,
495,03-11-2024 02:00:02,5.51,68.22,0.12,,,,,,,
496,03-11-2024 02:10:02,5.55,62.99,-0.93,,,,,,,
497,03-11-2024 02:20:02,5.63,72.42,1.06,,,,,,,
498,03-11-2024 02:30:02,5.69,63.10,-0.77,,,,,,,
499,03-11-2024 02:40:02,5.65,65.50,-0.30,,,,,,,
500,03-11-2024 02:50:02,5.74,70.95,0.88,,,,,,,
501,03-11-2024 03:00:02,5.79,67.51,0.25,,,,,,,
502,03-11-2024 03:10:02,5.80,65.64,-0.13,,,,,,,
503,03-11-2024 03:20:02,5.79,72.22,1.18,,,,,,,
504,03-11-2024 03:30:02,5.89,70.49,0.94,,,,,,,
505,03-11-2024 03:40:02,5.94,62.34,-0.70,,,,,,,
506,03-11-2024 03:50:02,5.99,72.53,1.44,,,,,,,
507,03-11-2024 04:00:02,6.12,68.43,0.75,,,,,,,
508,03-11-2024 04:10:02,6.07,65.63,0.13,,,,,,,
509,03-11-2024 04:20:02,6.10,70.92,1.23,,,,,,,
510,03-11-2024 04:30:02,6.17,71.60,1.43,,,,,,,
511,03-11-2024 04:40:02,6.24,64.76,0.10,,,,,,,
512,03-11-2024 04:50:02,6.26,71.42,1.48,,,,,,,
513,03-11-2024 05:00:02,6.30,72.24,1.68,,,,,,,
514,03-11-2024 05:10:02,6.33,62.33,-0.34,,,,,,,
515,03-11-2024 05:20:02,6.42,72.52,1.85,,,,,,,
516,03-11-2024 05:30:02,6.52,72.19,1.88,,,,,,,
517,03-11-2024 05:40:02,6.49,65.91,0.58,,,,,,,
518,03-11-2024 05:50:02,6.56,70.89,1.67,,,,,,,
519,03-11-2024 06:00:02,6.58,74.08,2.30,,,,,,,
520,03-11-2024 06:10:02,6.61,64.50,0.41,,,,,,,
521,03-11-2024 06:20:02,6.61,71.48,1.83,,,,,,,
522,03-11-2024 06:30:02,6.71,71.14,1.86,,,,,,,
523,03-11-2024 06:40:02,6.74,61.31,-0.17,,,,,,,
524,03-11-2024 06:50:02,6.84,70.25,1.81,,,,,,,
525,03-11-2024 07:00:02,6.93,73.61,2.55,,,,,,,
526,03-11-2024 07:10:02,6.93,65.57,0.93,,,,,,,
527,03-11-2024 07:20:02,6.98,69.92,1.87,,,,,,,
528,03-11-2024 07:30:02,6.97,76.13,3.06,,,,,,,
529,03-11-2024 07:40:02,6.98,64.39,0.73,,,,,,,
530,03-11-2024 07:50:02,7.02,71.50,2.23,,,,,,,
531,03-11-2024 08:00:02,7.11,70.92,2.20,,,,,,,
532,03-11-2024 08:10:02,7.29,60.96,0.27,,,,,,,
533,03-11-2024 08:20:02,7.77,65.81,1.79,,,,,,,
534,03-11-2024 08:30:02,8.23,70.30,3.16,,,,,,,
535,03-11-2024 08:40:02,8.60,57.95,0.80,,,,,,,
536,03-11-2024 08:50:02,8.76,61.94,1.88,,,,,,,
537,03-11-2024 09:00:02,8.81,67.68,3.18,,,,,,,
538,03-11-2024 09:10:02,8.82,55.49,0.41,,,,,,,
539,03-11-2024 09:20:02,8.83,60.59,1.64,,,,,,,
540,03-11-2024 09:30:02,8.87,66.54,2.99,,,,,,,
541,03-11-2024 09:40:02,8.89,53.51,-0.03,,,,,,,
542,03-11-2024 09:50:02,8.88,59.49,1.43,,,,,,,
543,03-11-2024 10:00:02,8.91,66.89,3.10,,,,,,,
544,03-11-2024 10:10:02,8.86,56.62,0.72,,,,,,,
545,03-11-2024 10:20:02,8.87,62.14,2.03,,,,,,,
546,03-11-2024 10:30:02,8.80,68.03,3.24,,,,,,,
547,03-11-2024 10:40:02,8.78,55.22,0.30,,,,,,,
548,03-11-2024 10:50:02,8.74,60.33,1.49,,,,,,,
549,03-11-2024 11:00:02,8.71,67.31,3.00,,,,,,,
550,03-11-2024 11:10:02,8.72,54.59,0.08,,,,,,,
551,03-11-2024 11:20:02,8.74,60.13,1.45,,,,,,,
552,03-11-2024 11:30:02,8.74,68.22,3.22,,,,,,,
553,03-11-2024 11:40:02,8.66,58.41,0.97,,,,,,,
554,03-11-2024 11:50:02,8.66,62.99,2.02,,,,,,,
555,03-11-2024 12:00:02,8.61,69.43,3.34,,,,,,,
556,03-11-2024 12:10:02,8.75,56.79,0.66,,,,,,,
557,03-11-2024 12:20:02,8.78,62.51,2.03,,,,,,,
558,03-11-2024 12:30:02,8.79,68.18,3.26,,,,,,,
559,03-11-2024 12:40:02,8.80,55.96,0.51,,,,,,,
560,03-11-2024 12:50:02,8.85,61.31,1.82,,,,,,,
561,03-11-2024 13:00:02,8.78,69.61,3.54,,,,,,,
562,03-11-2024 13:10:02,8.72,59.61,1.30,,,,,,,
563,03-11-2024 13:20:02,8.71,64.11,2.31,,,,,,,
564,03-11-2024 13:30:02,8.59,72.22,3.88,,,,,,,
565,03-11-2024 13:40:02,8.66,58.07,0.89,,,,,,,
566,03-11-2024 13:50:02,8.63,63.37,2.08,,,,,,,
567,03-11-2024 14:00:02,8.58,68.52,3.12,,,,,,,
568,03-11-2024 14:10:02,8.59,57.21,0.61,,,,,,,
569,03-11-2024 14:20:02,8.64,62.34,1.86,,,,,,,
570,03-11-2024 14:30:02,8.57,71.95,3.81,,,,,,,
571,03-11-2024 14:40:02,8.57,59.28,1.09,,,,,,,
572,03-11-2024 14:50:02,8.48,64.38,2.16,,,,,,,
573,03-11-2024 15:00:02,8.45,74.78,4.24,,,,,,,
574,03-11-2024 15:10:02,8.44,59.37,0.98,,,,,,,
575,03-11-2024 15:20:02,8.36,64.66,2.10,,,,,,,
576,03-11-2024 15:30:02,8.33,67.75,2.73,,,,,,,
577,03-11-2024 15:40:02,8.36,58.38,0.68,,,,,,,
578,03-11-2024 15:50:02,8.43,64.39,2.11,,,,,,,
579,03-11-2024 16:00:02,8.36,73.36,3.89,,,,,,,
580,03-11-2024 16:10:02,8.30,60.73,1.17,,,,,,,
581,03-11-2024 16:20:02,8.29,65.38,2.19,,,,,,,
582,03-11-2024 16:30:02,8.18,75.64,4.14,,,,,,,
583,03-11-2024 16:40:02,8.23,59.83,0.90,,,,,,,
584,03-11-2024 16:50:02,8.20,65.94,2.22,,,,,,,
585,03-11-2024 17:00:02,8.16,67.93,2.60,,,,,,,
586,03-11-2024 17:10:02,8.15,58.83,0.59,,,,,,,
587,03-11-2024 17:20:02,8.20,64.39,1.89,,,,,,,
588,03-11-2024 17:30:02,8.13,74.87,3.95,,,,,,,
589,03-11-2024 17:40:02,8.09,60.85,1.00,,,,,,,
590,03-11-2024 17:50:02,8.06,65.68,2.04,,,,,,,
591,03-11-2024 18:00:02,8.00,76.38,4.11,,,,,,,
592,03-11-2024 18:10:02,8.01,61.06,0.97,,,,,,,
593,03-11-2024 18:20:02,7.97,66.95,2.21,,,,,,,
594,03-11-2024 18:30:02,7.91,67.52,2.28,,,,,,,
595,03-11-2024 18:40:02,7.94,59.44,0.54,,,,,,,
596,03-11-2024 18:50:02,7.99,65.08,1.84,,,,,,,
597,03-11-2024 19:00:02,7.87,76.00,3.91,,,,,,,
598,03-11-2024 19:10:02,7.83,61.77,0.96,,,,,,,
599,03-11-2024 19:20:02,7.85,66.13,1.93,,,,,,,
600,03-11-2024 19:30:02,7.78,77.04,4.02,,,,,,,
601,03-11-2024 19:40:02,7.76,62.47,1.05,,,,,,,
602,03-11-2024 19:50:02,7.73,68.13,2.23,,,,,,,
603,03-11-2024 20:00:02,7.71,68.48,2.28,,,,,,,
604,03-11-2024 20:10:02,7.71,59.82,0.40,,,,,,,
605,03-11-2024 20:20:02,7.41,62.98,0.83,,,,,,,
606,03-11-2024 20:30:02,6.37,70.34,1.37,,,,,,,
607,03-11-2024 20:40:02,5.15,58.94,-2.22,,,,,,,
608,03-11-2024 20:50:02,4.39,64.32,-1.74,,,,,,,
609,03-11-2024 21:00:02,4.14,73.99,-0.08,,,,,,,
610,03-11-2024 21:10:02,4.17,63.82,-2.07,,,,,,,
611,03-11-2024 21:20:02,4.18,68.75,-1.04,,,,,,,
612,03-11-2024 21:30:02,4.29,70.40,-0.62,,,,,,,
613,03-11-2024 21:40:02,4.31,61.91,-2.34,,,,,,,
614,03-11-2024 21:50:02,4.37,65.55,-1.51,,,,,,,
615,03-11-2024 22:00:02,4.42,72.03,-0.18,,,,,,,
616,03-11-2024 22:10:02,4.41,62.66,-2.09,,,,,,,
617,03-11-2024 22:20:02,4.49,66.72,-1.15,,,,,,,
618,03-11-2024 22:30:02,4.57,73.07,0.16,,,,,,,
619,03-11-2024 22:40:02,4.58,64.36,-1.56,,,,,,,
620,03-11-2024 22:50:02,4.60,69.43,-0.51,,,,,,,
621,03-11-2024 23:00:02,4.71,67.26,-0.84,,,,,,,
622,03-11-2024 23:10:02,4.75,61.96,-1.92,,,,,,,
623,03-11-2024 23:20:02,4.89,63.80,-1.39,,,,,,,
624,03-11-2024 23:30:02,4.88,72.53,0.36,,,,,,,
625,03-11-2024 23:40:02,4.92,63.06,-1.51,,,,,,,
626,03-11-2024 23:50:02,4.94,66.66,-0.74,,,,,,,
627,03-12-2024 00:00:02,5.04,72.60,0.53,,,,,,,
628,03-12-2024 00:10:02,5.00,63.41,-1.37,,,,,,,
629,03-12-2024 00:20:02,5.07,68.96,-0.15,,,,,,,
630,03-12-2024 00:30:02,5.15,67.20,-0.43,,,,,,,
631,03-12-2024 00:40:02,5.18,61.20,-1.68,,,,,,,
632,03-12-2024 00:50:02,5.31,63.18,-1.12,,,,,,,
633,03-12-2024 01:00:02,5.32,73.22,0.92,,,,,,,
634,03-12-2024 01:10:02,5.34,63.53,-1.02,,,,,,,
635,03-12-2024 01:20:02,5.40,66.59,-0.31,,,,,,,
636,03-12-2024 01:30:02,5.46,70.75,0.58,,,,,,,
637,03-12-2024 01:40:02,5.51,62.73,-1.03,,,,,,,
638,03-12-2024 01:50:02,5.54,69.02,0.32,,,,,,,
639,03-12-2024 02:00:02,5.65,67.14,0.04,,,,,,,
640,03-12-2024 02:10:02,5.66,61.60,-1.13,,,,,,,
641,03-12-2024 02:20:02,5.77,63.64,-0.58,,,,,,,
642,03-12-2024 02:30:02,5.77,73.80,1.46,,,,,,,
643,03-12-2024 02:40:02,5.86,63.10,-0.61,,,,,,,
644,03-12-2024 02:50:02,5.85,66.29,0.06,,,,,,,
645,03-12-2024 03:00:02,5.90,70.21,0.89,,,,,,,
646,03-12-2024 03:10:02,5.97,62.40,-0.66,,,,,,,
647,03-12-2024 03:20:02,5.99,69.15,0.77,,,,,,,
648,03-12-2024 03:30:02,6.06,65.97,0.19,,,,,,,
649,03-12-2024 03:40:02,6.12,61.62,-0.69,,,,,,,
650,03-12-2024 03:50:02,6.22,63.65,-0.15,,,,,,,
651,03-12-2024 04:00:02,6.19,73.65,1.84,,,,,,,
652,03-12-2024 04:10:02,6.26,63.03,-0.25,,,,,,,
653,03-12-2024 04:20:02,6.30,66.28,0.49,,,,,,,
654,03-12-2024 04:30:02,6.36,70.32,1.36,,,,,,,
655,03-12-2024 04:40:02,6.42,62.51,-0.21,,,,,,,
656,03-12-2024 04:50:02,6.46,68.97,1.19,,,,,,,
657,03-12-2024 05:00:02,6.51,64.16,0.23,,,,,,,
658,03-12-2024 05:10:02,6.59,61.80,-0.20,,,,,,,
659,03-12-2024 05:20:02,6.72,64.76,0.56,,,,,,,
660,03-12-2024 05:30:02,6.68,72.02,2.00,,,,,,,
661,03-12-2024 05:40:02,6.73,63.30,0.26,,,,,,,
662,03-12-2024 05:50:02,6.78,66.73,1.03,,,,,,,
663,03-12-2024 06:00:02,6.82,71.02,1.94,,,,,,,
664,03-12-2024 06:10:02,6.85,63.29,0.37,,,,,,,
665,03-12-2024 06:20:02,6.88,68.88,1.57,,,,,,,
666,03-12-2024 06:30:02,6.98,64.53,0.76,,,,,,,
667,03-12-2024 06:40:02,7.03,64.30,0.76,,,,,,,
668,03-12-2024 06:50:02,7.12,64.90,0.97,,,,,,,
669,03-12-2024 07:00:02,7.13,71.40,2.31,,,,,,,
670,03-12-2024 07:10:02,7.20,66.41,1.37,,,,,,,
671,03-12-2024 07:20:02,7.20,67.48,1.60,,,,,,,
672,03-12-2024 07:30:02,7.26,71.01,2.36,,,,,,,
673,03-12-2024 07:40:02,7.29,66.80,1.54,,,,,,,
674,03-12-2024 07:50:02,7.34,68.85,2.01,,,,,,,
675,03-12-2024 08:00:02,7.39,64.74,1.19,,,,,,,
676,03-12-2024 08:10:02,7.62,68.70,2.25,,,,,,,
677,03-12-2024 08:20:02,8.16,62.12,1.35,,,,,,,
678,03-12-2024 08:30:02,8.60,64.99,2.40,,,,,,,
679,03-12-2024 08:40:02,8.95,62.60,2.21,,,,,,,
680,03-12-2024 08:50:02,9.03,58.05,1.23,,,,,,,
681,03-12-2024 09:00:02,9.08,61.04,1.98,,,,,,,
682,03-12-2024 09:10:02,9.10,61.27,2.05,,,,,,,
683,03-12-2024 09:20:02,9.14,58.89,1.53,,,,,,,
684,03-12-2024 09:30:02,9.19,56.27,0.95,,,,,,,
685,03-12-2024 09:40:02,9.15,65.19,2.96,,,,,,,
686,03-12-2024 09:50:02,9.27,57.57,1.34,,,,,,,
687,03-12-2024 10:00:02,9.17,61.03,2.06,,,,,,,
688,03-12-2024 10:10:02,9.16,64.94,2.92,,,,,,,
689,03-12-2024 10:20:02,9.14,57.08,1.09,,,,,,,
690,03-12-2024 10:30:02,9.10,60.48,1.87,,,,,,,
691,03-12-2024 10:40:02,9.03,63.25,2.43,,,,,,,
692,03-12-2024 10:50:02,9.05,59.47,1.58,,,,,,,
693,03-12-2024 11:00:02,9.03,57.23,1.03,,,,,,,
694,03-12-2024 11:10:02,9.00,68.37,3.49,,,,,,,
695,03-12-2024 11:20:02,9.09,56.75,0.97,,,,,,,
696,03-12-2024 11:30:02,8.92,62.06,2.06,,,,,,,
697,03-12-2024 11:40:02,8.94,67.99,3.36,,,,,,,
698,03-12-2024 11:50:02,8.92,58.05,1.13,,,,,,,
699,03-12-2024 12:00:02,8.88,61.75,1.95,,,,,,,
700,03-12-2024 12:10:02,8.81,65.86,2.79,,,,,,,
701,03-12-2024 12:20:02,8.86,60.34,1.60,,,,,,,
702,03-12-2024 12:30:02,8.82,58.00,1.02,,,,,,,
703,03-12-2024 12:40:02,8.77,70.62,3.74,,,,,,,
704,03-12-2024 12:50:02,8.89,55.94,0.58,,,,,,,
705,03-12-2024 13:00:02,8.71,62.88,2.04,,,,,,,
706,03-12-2024 13:10:02,8.70,70.06,3.55,,,,,,,
707,03-12-2024 13:20:02,8.73,58.76,1.11,,,,,,,
708,03-12-2024 13:30:02,8.64,62.85,1.97,,,,,,,
709,03-12-2024 13:40:02,8.59,68.32,3.09,,,,,,,
710,03-12-2024 13:50:02,8.63,61.06,1.56,,,,,,,
711,03-12-2024 14:00:02,8.67,59.22,1.17,,,,,,,
712,03-12-2024 14:10:02,8.59,72.60,3.96,,,,,,,
713,03-12-2024 14:20:02,8.65,56.54,0.51,,,,,,,
714,03-12-2024 14:30:02,8.51,63.94,2.09,,,,,,,
715,03-12-2024 14:40:02,8.52,71.82,3.74,,,,,,,
716,03-12-2024 14:50:02,8.48,59.28,1.00,,,,,,,
717,03-12-2024 15:00:02,8.47,63.29,1.91,,,,,,,
718,03-12-2024 15:10:02,8.36,70.52,3.33,,,,,,,
719,03-12-2024 15:20:02,8.45,62.12,1.62,,,,,,,
720,03-12-2024 15:30:02,8.43,58.20,0.70,,,,,,,
721,03-12-2024 15:40:02,8.41,73.79,4.01,,,,,,,
722,03-12-2024 15:50:02,8.48,56.77,0.40,,,,,,,
723,03-12-2024 16:00:02,8.34,64.40,2.03,,,,,,,
724,03-12-2024 16:10:02,8.22,73.08,3.70,,,,,,,
725,03-12-2024 16:20:02,8.26,60.24,1.01,,,,,,,
726,03-12-2024 16:30:02,8.21,64.68,1.96,,,,,,,
727,03-12-2024 16:40:02,8.14,73.37,3.67,,,,,,,
728,03-12-2024 16:50:02,8.19,63.65,1.72,,,,,,,
729,03-12-2024 17:00:02,8.19,59.64,0.82,,,,,,,
730,03-12-2024 17:10:02,8.19,75.97,4.22,,,,,,,
731,03-12-2024 17:20:02,8.23,57.48,0.35,,,,,,,
732,03-12-2024 17:30:02,8.11,65.46,2.03,,,,,,,
733,03-12-2024 17:40:02,8.06,76.56,4.20,,,,,,,
734,03-12-2024 17:50:02,8.08,61.02,1.03,,,,,,,
735,03-12-2024 18:00:02,8.02,65.37,1.93,,,,,,,
736,03-12-2024 18:10:02,7.92,75.39,3.85,,,,,,,
737,03-12-2024 18:20:02,7.97,64.05,1.59,,,,,,,
738,03-12-2024 18:30:02,7.98,60.51,0.81,,,,,,,
739,03-12-2024 18:40:02,7.92,77.62,4.26,,,,,,,
740,03-12-2024 18:50:02,8.02,58.95,0.49,,,,,,,
741,03-12-2024 19:00:02,7.86,66.38,1.99,,,,,,,
742,03-12-2024 19:10:02,7.82,77.18,4.08,,,,,,,
743,03-12-2024 19:20:02,7.82,62.42,1.09,,,,,,,
744,03-12-2024 19:30:02,7.83,65.55,1.79,,,,,,,
745,03-12-2024 19:40:02,7.71,76.83,3.91,,,,,,,
746,03-12-2024 19:50:02,7.76,65.44,1.70,,,,,,,
747,03-12-2024 20:00:02,7.71,61.27,0.73,,,,,,,
748,03-12-2024 20:10:02,7.71,79.24,4.35,,,,,,,
749,03-12-2024 20:20:02,7.39,58.87,-0.12,,,,,,,
750,03-12-2024 20:30:02,6.33,63.31,-0.13,,,,,,,
751,03-12-2024 20:40:02,5.11,72.12,0.51,,,,,,,
752,03-12-2024 20:50:02,4.41,61.60,-2.32,,,,,,,
753,03-12-2024 21:00:02,4.21,65.15,-1.74,,,,,,,
754,03-12-2024 21:10:02,4.07,76.77,0.37,,,,,,,
755,03-12-2024 21:20:02,4.19,66.07,-1.57,,,,,,,
756,03-12-2024 21:30:02,4.23,62.53,-2.28,,,,,,,
757,03-12-2024 21:40:02,4.34,74.96,0.30,,,,,,,
758,03-12-2024 21:50:02,4.41,59.49,-2.79,,,,,,,
759,03-12-2024 22:00:02,4.37,66.62,-1.29,,,,,,,
760,03-12-2024 22:10:02,4.44,78.10,0.96,,,,,,,
761,03-12-2024 22:20:02,4.52,64.49,-1.59,,,,,,,
762,03-12-2024 22:30:02,4.52,67.16,-1.03,,,,,,,
763,03-12-2024 22:40:02,4.51,77.14,0.86,,,,,,,
764,03-12-2024 22:50:02,4.65,66.37,-1.07,,,,,,,
765,03-12-2024 23:00:02,4.72,61.77,-1.99,,,,,,,
766,03-12-2024 23:10:02,4.75,73.73,0.46,,,,,,,
767,03-12-2024 23:20:02,4.84,61.49,-1.93,,,,,,,
768,03-12-2024 23:30:02,4.86,66.39,-0.87,,,,,,,
769,03-12-2024 23:40:02,4.91,77.20,1.26,,,,,,,
770,03-12-2024 23:50:02,4.98,63.95,-1.26,,,,,,,
771,03-13-2024 00:00:02,5.00,66.55,-0.71,,,,,,,
772,03-13-2024 00:10:02,5.00,76.50,1.21,,,,,,,
773,03-13-2024 00:20:02,5.12,66.19,-0.66,,,,,,,
774,03-13-2024 00:30:02,5.16,62.03,-1.51,,,,,,,
775,03-13-2024 00:40:02,5.24,74.44,1.07,,,,,,,
776,03-13-2024 00:50:02,5.32,61.90,-1.39,,,,,,,
777,03-13-2024 01:00:02,5.30,66.84,-0.36,,,,,,,
778,03-13-2024 01:10:02,5.38,77.18,1.71,,,,,,,
779,03-13-2024 01:20:02,5.37,64.08,-0.87,,,,,,,
780,03-13-2024 01:30:02,5.46,65.79,-0.43,,,,,,,
781,03-13-2024 01:40:02,5.41,77.79,1.85,,,,,,,
782,03-13-2024 01:50:02,5.57,66.87,-0.09,,,,,,,
783,03-13-2024 02:00:02,5.62,62.60,-0.95,,,,,,,
784,03-13-2024 02:10:02,5.70,73.74,1.39,,,,,,,
785,03-13-2024 02:20:02,5.77,63.26,-0.67,,,,,,,
786,03-13-2024 02:30:02,5.75,66.75,0.05,,,,,,,
787,03-13-2024 02:40:02,5.84,75.91,1.93,,,,,,,
788,03-13-2024 02:50:02,5.87,63.56,-0.50,,,,,,,
789,03-13-2024 03:00:02,5.92,65.54,-0.04,,,,,,,
790,03-13-2024 03:10:02,5.86,77.66,2.27,,,,,,,
791,03-13-2024 03:20:02,6.04,67.02,0.38,,,,,,,
792,03-13-2024 03:30:02,6.08,63.12,-0.40,,,,,,,
793,03-13-2024 03:40:02,6.15,73.79,1.83,,,,,,,
794,03-13-2024 03:50:02,6.24,63.97,-0.07,,,,,,,
795,03-13-2024 04:00:02,6.22,66.90,0.53,,,,,,,
796,03-13-2024 04:10:02,6.26,76.65,2.47,,,,,,,
797,03-13-2024 04:20:02,6.30,63.31,-0.15,,,,,,,
798,03-13-2024 04:30:02,6.35,65.87,0.44,,,,,,,
799,03-13-2024 04:40:02,6.35,76.66,2.56,,,,,,,
800,03-13-2024 04:50:02,6.51,67.24,0.88,,,,,,,
801,03-13-2024 05:00:02,6.51,63.39,0.06,,,,,,,
802,03-13-2024 05:10:02,6.59,74.04,2.31,,,,,,,
803,03-13-2024 05:20:02,6.67,63.94,0.34,,,,,,,
804,03-13-2024 05:30:02,6.64,66.89,0.93,,,,,,,
805,03-13-2024 05:40:02,6.72,77.09,3.00,,,,,,,
806,03-13-2024 05:50:02,6.78,63.81,0.41,,,,,,,
807,03-13-2024 06:00:02,6.81,66.81,1.08,,,,,,,
808,03-13-2024 06:10:02,6.81,76.44,2.96,,,,,,,
809,03-13-2024 06:20:02,6.93,67.27,1.29,,,,,,,
